,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
28610,89453,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
28611,42017,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
28612,98878,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Single (X),Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Single (X)
28613,58023,10.0,Classic (2X),Classic (2X)
28614,99632,10.0,Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Deluxe Double
28615,18510,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|Classic (2X)|Deluxe (3X)|Suite (4X)
28616,17503,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X)
28617,93503,6.666666666666666,Vietnam 2 Bedroom Apartment|Vietnam 2 Bedroom Apartment|Vietnam 2 Bedroom Deluxe Apartment|Vietnam 3 Bedroom Deluxe Apartment,Vietnam 2 Bedroom Apartment|Vietnam 2 Bedroom Apartment|Vietnam 3 Bedroom Deluxe Apartment
28618,9003,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
28619,84624,10.0,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON|SPOT ON NON-AC SAVER,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON|SPOT ON NON-AC SAVER
28620,95236,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
28621,48612,10.0,Deluxe (3X),Deluxe (3X)
28622,61910,10.0,SPOT ON NON-AC,SPOT ON NON-AC
28623,86129,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
28624,84095,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
28625,85257,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
28626,79733,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER
28627,42498,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
28628,60695,10.0,Single Room|Twin Room|Double Room|Single Room Smoking,Single Room|Twin Room|Double Room|Single Room Smoking
