,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
22375,87186,10.0,Indonesia Standard Twin|Indonesia Standard Double|Standard Family,Indonesia Standard Twin|Indonesia Standard Double|Standard Family
22376,81052,0.0,Classic (2X),
22377,11892,0.0,Classic (2X)|Classic (2X),
22378,98490,0.0,Deluxe (3X),
22379,75925,0.0,Classic (2X),
22380,104202,0.0,Classic (2X),
22381,44672,7.5,Indonesia Standard Twin|Classic (2X)|Indonesia Standard Double|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Double
22382,89369,10.0,Full Bed|2 Bedroom Suite|Queen Bed Smoking|Queen Bed|2 Queen Bed Smoking|Full Bed Smoking|King Bed|King Bed,Full Bed|2 Bedroom Suite|Queen Bed Smoking|Queen Bed|2 Queen Bed Smoking|Full Bed Smoking|King Bed|King Bed
22383,60692,5.0,Classic (2X)|Indonesia Deluxe Double,Indonesia Deluxe Double
22384,62163,10.0,Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)
22385,83848,10.0,Indonesia Standard Twin,Indonesia Standard Twin
22386,19089,0.0,Classic (2X),
22387,8022,0.0,Classic (2X),
22388,52910,0.0,Classic (2X),
22389,97618,10.0,Triple Room (1 Double bed + 1 Single bed)|Double Room,Triple Room (1 Double bed + 1 Single bed)|Double Room
22390,49768,6.666666666666666,Classic (2X)|Indonesia Standard Double|Indonesia Standard Single,Indonesia Standard Double|Indonesia Standard Single
22391,2332,0.0,Classic (2X)|Classic (2X),
22392,90730,7.5,Vietnam Deluxe Twin|Vietnam Deluxe Twin|Classic (2X)|Vietnam Superior Double|Vietnam Superior Double|Vietnam Deluxe Double,Vietnam Deluxe Twin|Vietnam Deluxe Twin|Vietnam Superior Double|Vietnam Superior Double|Vietnam Deluxe Double
22393,97778,8.333333333333334,Full Bed Accessible|Premium King Bed|Single Bed|2 Full Bed|Premium 2 Full Bed|King Bed,Full Bed Accessible|Premium King Bed|2 Full Bed|Premium 2 Full Bed|King Bed
22394,14780,0.0,Classic (2X),
22395,10857,0.0,Classic (2X),
22396,35261,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
22397,1010,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22398,20045,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22399,15652,0.0,Saver Single (X)|Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),
22400,75773,0.0,Classic (2X),
22401,5195,0.0,Classic (2X)|Classic (2X),
22402,76833,0.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC,
22403,95964,6.25,Deluxe Double|Deluxe Double|Deluxe Twin|Deluxe Twin|Classic (2X)|Thailand Family Suite|Superior Double|Superior Double|1 Bedroom Suite|1 Bedroom Suite|Standard Double|Superior Twin,Thailand Family Suite|Superior Double|Superior Double|1 Bedroom Suite|1 Bedroom Suite|Standard Double|Superior Twin
22404,54828,0.0,Classic (2X)|Classic (2X),
22405,83420,10.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON NON-AC
22406,62644,10.0,Classic (2X),Classic (2X)
22407,50508,10.0,Classic (2X),Classic (2X)
22408,43170,10.0,Classic (2X),Classic (2X)
22409,92856,10.0,SPOT ON|SPOT ON,SPOT ON|SPOT ON
22410,57517,10.0,Classic (2X),Classic (2X)
22411,79376,10.0,SPOT ON|SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER,SPOT ON|SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER
22412,61432,10.0,SPOT ON|SPOT ON,SPOT ON|SPOT ON
22413,83707,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22414,61288,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|Classic (2X)|Deluxe (3X)|Suite (4X)
22415,14291,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22416,52471,10.0,Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|Deluxe (3X)|Suite (4X)
22417,86556,10.0,SPOT ON,SPOT ON
22418,76684,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22419,79505,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON
22420,89110,10.0,Deluxe (3X),Deluxe (3X)
22421,62917,7.5,Indonesia Standard Double|Classic (2X)|Indonesia Standard Twin|Indonesia Standard Single,Indonesia Standard Double|Indonesia Standard Twin|Indonesia Standard Single
22422,81913,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
22423,38830,10.0,Saver Single (X)|Classic (2X),Saver Single (X)|Classic (2X)
22424,9653,10.0,Classic (2X)|Classic (2X)|Suite (4X),Classic (2X)|Classic (2X)|Suite (4X)
22425,27352,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22426,84748,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER
22427,83097,10.0,SPOT ON NON-AC|SPOT ON Deluxe,SPOT ON NON-AC|SPOT ON Deluxe
22428,37621,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22429,87583,10.0,Deluxe (3X),Deluxe (3X)
22430,96130,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22431,44987,10.0,Deluxe (3X),Deluxe (3X)
22432,91796,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22433,76932,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON
22434,78327,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
22435,48407,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22436,81921,10.0,SPOT ON Deluxe|SPOT ON NON-AC,SPOT ON Deluxe|SPOT ON NON-AC
22437,75652,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22438,45558,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22439,94628,10.0,Deluxe (3X),Deluxe (3X)
22440,42717,10.0,Saver Single (X)|Saver Double (X)|Classic (2X),Saver Single (X)|Saver Double (X)|Classic (2X)
22441,92665,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
22442,37174,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22443,20031,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22444,89228,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22445,84897,10.0,Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
22446,82385,0.0,Classic (2X),
22447,88182,10.0,SPOT ON NON-AC|SPOT ON|SPOT ON,SPOT ON NON-AC|SPOT ON|SPOT ON
22448,38400,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X)
22449,99705,10.0,Deluxe (3X)|Suite (4X)|Presidential (7X),Deluxe (3X)|Suite (4X)|Presidential (7X)
22450,82655,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22451,35247,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22452,38695,10.0,Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X)
22453,37188,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22454,50640,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22455,87763,10.0,Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)
22456,101530,0.0,Classic with View|Classic (2X),
22457,18670,0.0,Classic (2X)|Classic (2X),
22458,49906,0.0,Classic (2X),
22459,1719,0.0,Classic (2X)|Classic (2X),
22460,73419,0.0,Classic (2X),
22461,87611,0.0,Classic (2X),
22462,18979,0.0,Classic (2X),
22463,16513,0.0,Classic (2X),
22464,18082,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22465,96743,6.666666666666666,Classic (2X)|Philippines Standard Twin |Philippines Standard Twin |Philippines Suite Family|Philippines Suite Family,Philippines Standard Twin |Philippines Standard Twin |Philippines Suite Family|Philippines Suite Family
22466,42447,10.0,Classic (2X),Classic (2X)
22467,61260,10.0,Classic (2X),Classic (2X)
22468,8621,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22469,80588,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22470,97944,10.0,Indonesia Standard Double|Indonesia Deluxe Double,Indonesia Standard Double|Indonesia Deluxe Double
22471,38974,10.0,Deluxe (3X),Deluxe (3X)
22472,4301,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X)
22473,59753,10.0,Saver Single (X)|Deluxe (3X)|Classic (2X),Saver Single (X)|Deluxe (3X)|Classic (2X)
22474,27327,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22475,8660,10.0,Deluxe (3X),Deluxe (3X)
22476,87605,10.0,Indonesia Suite Double|Indonesia Deluxe Double,Indonesia Suite Double|Indonesia Deluxe Double
22477,58583,10.0,Classic (2X),Classic (2X)
22478,40023,10.0,Classic (2X),Classic (2X)
22479,1314,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22480,76656,10.0,Deluxe Queen|Deluxe Single|Superior King Room,Deluxe Queen|Deluxe Single|Superior King Room
22481,94333,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
22482,100020,10.0,Deluxe Double,Deluxe Double
22483,57407,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22484,15368,10.0,Classic (2X),Classic (2X)
22485,59030,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22486,38082,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22487,46795,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22488,78639,10.0,Classic (2X),Classic (2X)
22489,76535,10.0,Classic (2X),Classic (2X)
22490,6264,10.0,Classic (2X),Classic (2X)
22491,48584,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22492,93402,10.0,Classic (2X),Classic (2X)
22493,86694,10.0,Classic (2X),Classic (2X)
22494,58605,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22495,17320,10.0,Classic (2X),Classic (2X)
22496,97902,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22497,4146,10.0,Classic (2X),Classic (2X)
22498,3083,10.0,Classic (2X),Classic (2X)
22499,78172,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22500,48896,10.0,Classic (2X),Classic (2X)
22501,90899,10.0,Standard Double,Standard Double
22502,101215,10.0,Japanese Room - Triple (Smoking)|Japanese Room with Shared Washroom - Twin (Smoking)|Japanese Room - Twin (Smoking)|Japanese Room with Shared Washroom - Quintuple (Smoking)|Japanese Room - Quadraple (Smoking)|Japanese Room with Shared Washroom - Triple (Smoking)|Japanese Room with Shared Washroom - Quadruple (Smoking),Japanese Room - Triple (Smoking)|Japanese Room with Shared Washroom - Twin (Smoking)|Japanese Room - Twin (Smoking)|Japanese Room with Shared Washroom - Quintuple (Smoking)|Japanese Room - Quadraple (Smoking)|Japanese Room with Shared Washroom - Triple (Smoking)|Japanese Room with Shared Washroom - Quadruple (Smoking)
22503,102107,0.0,Deluxe (3X),
22504,86829,0.0,Classic (2X),
22505,17306,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22506,75486,10.0,Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Standard Double
22507,75483,5.0,Saver Double (X)|Classic (2X),Saver Double (X)|
22508,17590,0.0,Classic (2X),
22509,52454,0.0,Classic (2X),
22510,13416,0.0,Classic (2X)|Classic (2X),
22511,55770,0.0,Classic (2X),
22512,87144,0.0,Monthly standard single Room |Monthly Deluxe single Room |Indonesia Deluxe Double|Indonesia Standard Single,
22513,47465,0.0,Classic (2X)|Classic (2X),
22514,99882,7.5,Classic (2X)|Saver Double (X)|Deluxe (3X)|Suite (4X),Saver Double (X)|Deluxe (3X)|Suite (4X)
22515,88469,10.0,Indonesia Standard Double|Indonesia Standard Twin|Delux Family|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Suite Double|Family Suite Villa|Family Suite Villa,Indonesia Standard Double|Indonesia Standard Twin|Delux Family|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Suite Double|Family Suite Villa|Family Suite Villa
22516,95385,10.0,Standard Two Beds|Standard,Standard Two Beds|Standard
22517,96403,10.0,Delux Family|Indonesia Deluxe Single|Indonesia Deluxe Double|Indonesia Deluxe Twin,Delux Family|Indonesia Deluxe Single|Indonesia Deluxe Double|Indonesia Deluxe Twin
22518,79685,5.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|
22519,101356,10.0,Standard|Standard Two Beds|Standard Suite,Standard|Standard Two Beds|Standard Suite
22520,60706,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
22521,97356,10.0,Deluxe (3X),Deluxe (3X)
22522,52291,10.0,Saver Single (X)|Saver Double (X),Saver Single (X)|Saver Double (X)
22523,86871,8.333333333333334,Indonesia Standard Double|Saver Double|Classic (2X)|Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Deluxe Twin,Indonesia Standard Double|Saver Double|Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Deluxe Twin
22524,49034,8.571428571428571,Suite Triple|Classic (2X)|Deluxe Double|Suite Family|Standard Single - Malaysia|Superior|Standard Double,Suite Triple|Deluxe Double|Suite Family|Standard Single - Malaysia|Superior|Standard Double
22525,76369,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON SAVER|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON SAVER|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER|SPOT ON
22526,56819,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22527,102416,0.0,Classic (2X)|Classic (2X),
22528,53962,6.666666666666666,Standard One Bedroom Apartment|Standard One Bedroom Apartment|Classic (2X)|Standard Single |Standard Studio Apartment|Standard Studio Apartment|Standard Two Bedroom Apartment|Deluxe Studio Apartment,Standard One Bedroom Apartment|Standard One Bedroom Apartment|Standard Studio Apartment|Standard Studio Apartment|Standard Two Bedroom Apartment|Deluxe Studio Apartment
22529,723,0.0,Classic (2X)|Classic (2X),
22530,88207,0.0,Classic (2X),
22531,74572,0.0,Classic (2X),
22532,83437,0.0,Classic (2X),
22533,5943,0.0,Saver Double (X)|Saver Single (X)|Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),
22534,77562,10.0,Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
22535,104326,10.0,Philippines Deluxe Double |Philippines Superior Double|Philippines Deluxe Twin |Philippines Suite Family,Philippines Deluxe Double |Philippines Superior Double|Philippines Deluxe Twin |Philippines Suite Family
22536,73239,0.0,Classic (2X),
22537,87324,5.0,Philippines Standard Double |Standard Triple|Classic (2X)|Philippines Superior Double|Philippines Deluxe Double |Philippines Standard Single  ,Philippines Standard Double |Philippines Deluxe Double |Philippines Standard Single  
22538,90924,8.571428571428571,Vietnam Deluxe Twin|Classic (2X)|Deluxe Family Vietnam|Vietnam Superior Double|Deluxe Triple Vietnam|Vietnam Deluxe Double|Vietnam Standard Double,Vietnam Deluxe Twin|Deluxe Family Vietnam|Vietnam Superior Double|Deluxe Triple Vietnam|Vietnam Deluxe Double|Vietnam Standard Double
22539,5637,0.0,Classic (2X),
22540,73846,5.0,Classic (2X)|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Deluxe Double|Indonesia Deluxe Double
22541,79969,0.0,Classic (2X)|Classic (2X),
22542,79061,10.0,Saver Double (X)|Saver Single (X)|Classic (2X),Saver Double (X)|Saver Single (X)|Classic (2X)
22543,43018,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22544,101612,6.666666666666666,Standard Double|Classic (2X)|Indonesia Standard Single,Standard Double|Indonesia Standard Single
22545,104067,0.0,Classic (2X),
22546,11782,0.0,Classic (2X),
22547,1421,10.0,Saver Double (X)|Deluxe (3X)|Classic (2X),Saver Double (X)|Deluxe (3X)|Classic (2X)
22548,16088,0.0,Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),
22549,51568,8.333333333333334,Classic (2X)|Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Standard Double|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Suite Double,Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Standard Double|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Suite Double
22550,4593,0.0,Classic (2X),
22551,101651,8.88888888888889,Classic (2X)|Suite|Superior Twin|Superior Double|Deluxe Triple|Thailand Family Suite|Standard Twin|Deluxe Double|Standard Double,Suite|Superior Twin|Superior Double|Deluxe Triple|Thailand Family Suite|Standard Twin|Deluxe Double|Standard Double
22552,103932,0.0,Classic (2X),
22553,95064,0.0,Classic (2X),
22554,46475,10.0,Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
22555,42886,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22556,36299,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
22557,83254,10.0,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Deluxe Double,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Deluxe Double
22558,59300,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22559,12837,0.0,Classic (2X),
22560,104610,0.0,Classic (2X),
22561,5783,0.0,Classic (2X)|Classic (2X),
22562,82236,8.0,Classic (2X)|Triple Room (3 Single beds)|Twin Room|Triple Room (1 Double bed + 1 Single bed)|Double Room,Triple Room (3 Single beds)|Twin Room|Triple Room (1 Double bed + 1 Single bed)|Double Room
22563,103493,0.0,Indonesia Standard Double|Indonesia Deluxe Double,
22564,2470,0.0,Classic (2X)|Classic (2X),
22565,60363,10.0,Indonesia Deluxe Double|Indonesia Standard Double,Indonesia Deluxe Double|Indonesia Standard Double
22566,92367,0.0,Classic (2X),
22567,102112,0.0,NON AC Saver|Classic (2X)|Classic (2X),
22568,88221,0.0,Deluxe Double|Deluxe Twin|Classic (2X),
22569,101488,0.0,Saver Double (X)|Deluxe (3X)|Classic (2X)|Classic (2X),
22570,7172,0.0,Classic (2X)|Classic (2X),
22571,8359,0.0,Classic (2X),
22572,83530,10.0,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Suite Family|Indonesia Deluxe Double,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Suite Family|Indonesia Deluxe Double
22573,101637,0.0,Deluxe (3X),
22574,56040,10.0,Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)
22575,95950,10.0,Monthly Deluxe single Room ,Monthly Deluxe single Room 
22576,82821,8.75,Standard Twin|Suite Family|Classic (2X)|Premium King|Deluxe Queen|Bed in Mixed dorm room|Bed in Mixed dorm room|Deluxe Twin|Standard Queen,Standard Twin|Suite Family|Premium King|Deluxe Queen|Bed in Mixed dorm room|Bed in Mixed dorm room|Deluxe Twin|Standard Queen
22577,38971,6.666666666666666,Saver Double (X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22578,97058,0.0,Deluxe (3X)|Classic (2X),
22579,41409,0.0,Deluxe (3X),
22580,38071,0.0,Classic (2X),
22581,91062,6.666666666666666,Classic (2X)|Vietnam Deluxe Studio Apartment|Vietnam Studio Apartment,Vietnam Deluxe Studio Apartment|Vietnam Studio Apartment
22582,75461,0.0,Classic (2X),
22583,12069,0.0,Classic (2X)|Classic (2X),
22584,52482,0.0,Classic (2X),
22585,8483,0.0,Classic (2X),
22586,1744,0.0,Deluxe (3X)|Classic (2X),
22587,95053,10.0,Family room|Standard One Bedroom Apartment|Standard Two Bedroom Apartment,Family room|Standard One Bedroom Apartment|Standard Two Bedroom Apartment
22588,62312,0.0,Classic (2X),
22589,1598,0.0,Classic (2X)|Classic (2X),
22590,94926,6.666666666666666,Classic (2X)|Double Room|Twin Room,Double Room|Twin Room
22591,9358,0.0,Classic (2X),
22592,35073,6.666666666666666,Suite (4X)|Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22593,56946,10.0,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Suite Double,Indonesia Standard Twin|Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Suite Double
22594,1156,0.0,Classic (2X)|Classic (2X),
22595,53495,0.0,Classic (2X),
22596,86542,10.0,SPOT ON NON-AC SAVER|SPOT ON Deluxe,SPOT ON NON-AC SAVER|SPOT ON Deluxe
22597,10578,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22598,85234,10.0,Classic (2X),Classic (2X)
22599,44537,0.0,4 Bed Mixed Dormitory |Singapore Standard Single|Singapore Standard Double|8 Bed Mixed Dormitory|8 Bed Mixed Dormitory|8 Bed Family Room|6 Bed Male Dormitory |6 Bed Family Room|Classic (2X)|6 Bed Female Dormitory |6 Bed Female Dormitory |Standard family Room (2 Bunk beds)|14 Bed Mixed Dormitory,
22600,95205,10.0,Spot on Triple|Spot on Double|Spot on Double|Spot on Family|Spot on Twin,Spot on Triple|Spot on Double|Spot on Double|Spot on Family|Spot on Twin
22601,81446,6.666666666666666,SPOT ON Deluxe|SPOT ON SAVER|SPOT ON SAVER|SPOT ON|SPOT ON,SPOT ON SAVER|SPOT ON SAVER|SPOT ON|SPOT ON
22602,56912,0.0,Classic (2X),
22603,88072,0.0,Classic (2X),
22604,47929,0.0,Classic (2X),
22605,88044,10.0,Classic (2X),Classic (2X)
22606,83763,10.0,Double Room Smoking|Twin Room|Twin Room Smoking,Double Room Smoking|Twin Room|Twin Room Smoking
22607,43609,10.0,Classic (2X)|Deluxe (3X)|Deluxe (3X)|Suite (4X),Classic (2X)|Deluxe (3X)|Deluxe (3X)|Suite (4X)
22608,49467,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22609,85797,10.0,SPOT ON,SPOT ON
22610,99550,10.0,Indonesia Suite Double|Indonesia Standard Double|Indonesia Standard Double,Indonesia Suite Double|Indonesia Standard Double|Indonesia Standard Double
22611,11765,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22612,88955,10.0,SPOT ON|SPOT ON,SPOT ON|SPOT ON
22613,58304,10.0,SPOT ON|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER,SPOT ON|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER
22614,97196,10.0,Classic (2X)|Classic (2X)|Suite (4X)|Suite (4X),Classic (2X)|Classic (2X)|Suite (4X)|Suite (4X)
22615,82669,10.0,Indonesia Deluxe Twin|Indonesia Standard Double|Indonesia Deluxe Double,Indonesia Deluxe Twin|Indonesia Standard Double|Indonesia Deluxe Double
22616,93253,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)|Deluxe (3X)
22617,2785,10.0,Classic (2X)|Classic (2X)|Saver Double (X)|Suite (4X),Classic (2X)|Classic (2X)|Saver Double (X)|Suite (4X)
22618,49470,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22619,86899,10.0,Two Bedroom Deluxe Apartment|Standard Studio|Three Bedroom Apartment|Two Bedroom Apartment|One Bedroom Deluxe Apartment|One Bedroom Apartment,Two Bedroom Deluxe Apartment|Standard Studio|Three Bedroom Apartment|Two Bedroom Apartment|One Bedroom Deluxe Apartment|One Bedroom Apartment
22620,44545,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22621,35559,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22622,96569,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22623,4621,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Single (X),Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Single (X)
22624,85963,10.0,SPOT ON|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC
22625,78650,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22626,84483,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22627,54094,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22628,77151,10.0,Indonesia Standard Double|Indonesia Standard Double,Indonesia Standard Double|Indonesia Standard Double
22629,101052,10.0,Deluxe (3X)|Deluxe (3X),Deluxe (3X)|Deluxe (3X)
22630,95978,10.0,Superior|Standard|Standard Triple|Standard Two Beds,Superior|Standard|Standard Triple|Standard Two Beds
22631,80245,10.0,Indonesia Standard Double|Indonesia Standard Double|Indonesia Suite Family,Indonesia Standard Double|Indonesia Standard Double|Indonesia Suite Family
22632,92831,10.0,SPOT ON NON-AC|SPOT ON Deluxe|SPOT ON NON-AC SAVER,SPOT ON NON-AC|SPOT ON Deluxe|SPOT ON NON-AC SAVER
22633,93005,10.0,Deluxe (3X),Deluxe (3X)
22634,87926,10.0,Indonesia Standard Double,Indonesia Standard Double
22635,50494,10.0,Indonesia Standard Double|Indonesia Standard Twin|Indonesia Suite Family|Indonesia Suite Family,Indonesia Standard Double|Indonesia Standard Twin|Indonesia Suite Family|Indonesia Suite Family
22636,37964,10.0,Deluxe (3X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Suite (4X)
22637,79674,10.0,Indonesia Standard Double|Indonesia Deluxe Double,Indonesia Standard Double|Indonesia Deluxe Double
22638,16729,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22639,85248,10.0,Standard|Superior|Standard Two Beds,Standard|Superior|Standard Two Beds
